terminal_longaxxiscode,terminal_longname,supplier_name,Product_Code,Net Price,PriceEffectiveDateTime,shipto_name,Distance,Freight Charge,Total Cost,"Freight for 7,500G","Net Price for 7,500G","Total Cost for 7,500G",product_type
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,18-06-2015 18:00,Pilot 1,368.37,0.1593,2.0583,1194.75,14242.5,15437.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,18-06-2015 18:00,Pilot 2,399.74,0.1719,2.0599,1289.25,14160,15449.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,18-06-2015 18:00,Pilot 2,399.74,0.1719,2.0819,1289.25,14325,15614.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,18-06-2015 18:00,Pilot 2,399.74,0.1719,2.0764,1289.25,14283.75,15573,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,18-06-2015 18:00,Pilot 2,399.74,0.1719,2.0709,1289.25,14242.5,15531.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,18-06-2015 18:00,Pilot 3,353.92,0.1536,2.0416,1152,14160,15312,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,18-06-2015 18:00,Pilot 3,353.92,0.1536,2.0636,1152,14325,15477,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,18-06-2015 18:00,Pilot 3,353.92,0.1536,2.0581,1152,14283.75,15435.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,18-06-2015 18:00,Pilot 3,353.92,0.1536,2.0526,1152,14242.5,15394.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,18-06-2015 18:00,Pilot 4,391.76,0.1687,2.0567,1265.25,14160,15425.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,18-06-2015 18:00,Pilot 4,391.76,0.1687,2.0787,1265.25,14325,15590.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,18-06-2015 18:00,Pilot 4,391.76,0.1687,2.0732,1265.25,14283.75,15549,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,18-06-2015 18:00,Pilot 4,391.76,0.1687,2.0677,1265.25,14242.5,15507.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,18-06-2015 18:00,Pilot 6,286.9,0.1268,2.0148,951,14160,15111,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,18-06-2015 18:00,Pilot 6,286.9,0.1268,2.0368,951,14325,15276,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,18-06-2015 18:00,Pilot 6,286.9,0.1268,2.0313,951,14283.75,15234.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,18-06-2015 18:00,Pilot 6,286.9,0.1268,2.0258,951,14242.5,15193.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,18-06-2015 18:00,Pilot 8,293.49,0.1294,2.0174,970.5,14160,15130.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,18-06-2015 18:00,Pilot 8,293.49,0.1294,2.0394,970.5,14325,15295.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,18-06-2015 18:00,Pilot 8,293.49,0.1294,2.0339,970.5,14283.75,15254.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,18-06-2015 18:00,Pilot 8,293.49,0.1294,2.0284,970.5,14242.5,15213,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,18-06-2015 18:00,Pilot 9,339.6,0.1478,2.0358,1108.5,14160,15268.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,18-06-2015 18:00,Pilot 9,339.6,0.1478,2.0578,1108.5,14325,15433.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,18-06-2015 18:00,Pilot 9,339.6,0.1478,2.0523,1108.5,14283.75,15392.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,18-06-2015 18:00,Pilot 9,339.6,0.1478,2.0468,1108.5,14242.5,15351,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,18-06-2015 18:00,Pilot 1,476.28,0.2025,2.2125,1518.75,15075,16593.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,18-06-2015 19:00,Pilot 1,135.91,0.0664,2.3169,498,16878.75,17376.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,18-06-2015 18:00,Pilot 2,551.26,0.2325,2.2425,1743.75,15075,16818.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,18-06-2015 19:00,Pilot 2,287.75,0.1271,2.3776,953.25,16878.75,17832,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,18-06-2015 18:00,Pilot 3,506.55,0.2146,2.2246,1609.5,15075,16684.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,18-06-2015 19:00,Pilot 3,259,0.1156,2.3661,867,16878.75,17745.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,18-06-2015 18:00,Pilot 4,553.55,0.2334,2.2434,1750.5,15075,16825.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,18-06-2015 19:00,Pilot 4,329.48,0.1438,2.3943,1078.5,16878.75,17957.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,18-06-2015 18:00,Pilot 6,450.84,0.1923,2.2023,1442.25,15075,16517.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,18-06-2015 19:00,Pilot 6,272.7,0.1211,2.3716,908.25,16878.75,17787,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,18-06-2015 18:00,Pilot 8,465.35,0.1981,2.2081,1485.75,15075,16560.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,18-06-2015 19:00,Pilot 8,342.98,0.1492,2.3997,1119,16878.75,17997.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,18-06-2015 18:00,Pilot 9,512.29,0.2169,2.2269,1626.75,15075,16701.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,18-06-2015 19:00,Pilot 9,414.38,0.1778,2.4283,1333.5,16878.75,18212.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,19-06-2015 00:01,Pilot 1,135.91,0.0664,2.3169,498,16878.75,17376.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,19-06-2015 00:01,Pilot 2,287.75,0.1271,2.3776,953.25,16878.75,17832,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,19-06-2015 00:01,Pilot 3,259,0.1156,2.3661,867,16878.75,17745.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,19-06-2015 00:01,Pilot 4,329.48,0.1438,2.3943,1078.5,16878.75,17957.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,19-06-2015 00:01,Pilot 6,272.7,0.1211,2.3716,908.25,16878.75,17787,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,19-06-2015 00:01,Pilot 8,342.98,0.1492,2.3997,1119,16878.75,17997.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2505,19-06-2015 00:01,Pilot 9,414.38,0.1778,2.4283,1333.5,16878.75,18212.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,19-06-2015 00:01,Pilot 1,368.37,0.1593,2.0473,1194.75,14160,15354.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,19-06-2015 00:01,Pilot 1,368.37,0.1593,2.0693,1194.75,14325,15519.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,19-06-2015 00:01,Pilot 1,368.37,0.1593,2.0638,1194.75,14283.75,15478.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,19-06-2015 00:01,Pilot 1,368.37,0.1593,2.0583,1194.75,14242.5,15437.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,19-06-2015 00:01,Pilot 2,399.74,0.1719,2.0599,1289.25,14160,15449.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,19-06-2015 00:01,Pilot 2,399.74,0.1719,2.0819,1289.25,14325,15614.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,19-06-2015 00:01,Pilot 2,399.74,0.1719,2.0764,1289.25,14283.75,15573,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,19-06-2015 00:01,Pilot 2,399.74,0.1719,2.0709,1289.25,14242.5,15531.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,19-06-2015 00:01,Pilot 3,353.92,0.1536,2.0416,1152,14160,15312,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,19-06-2015 00:01,Pilot 3,353.92,0.1536,2.0636,1152,14325,15477,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,19-06-2015 00:01,Pilot 3,353.92,0.1536,2.0581,1152,14283.75,15435.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,19-06-2015 00:01,Pilot 3,353.92,0.1536,2.0526,1152,14242.5,15394.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,19-06-2015 00:01,Pilot 4,391.76,0.1687,2.0567,1265.25,14160,15425.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,19-06-2015 00:01,Pilot 4,391.76,0.1687,2.0787,1265.25,14325,15590.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,19-06-2015 00:01,Pilot 4,391.76,0.1687,2.0732,1265.25,14283.75,15549,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,19-06-2015 00:01,Pilot 4,391.76,0.1687,2.0677,1265.25,14242.5,15507.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,19-06-2015 00:01,Pilot 6,286.9,0.1268,2.0148,951,14160,15111,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,19-06-2015 00:01,Pilot 6,286.9,0.1268,2.0368,951,14325,15276,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,19-06-2015 00:01,Pilot 6,286.9,0.1268,2.0313,951,14283.75,15234.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,19-06-2015 00:01,Pilot 6,286.9,0.1268,2.0258,951,14242.5,15193.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,19-06-2015 00:01,Pilot 8,293.49,0.1294,2.0174,970.5,14160,15130.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,19-06-2015 00:01,Pilot 8,293.49,0.1294,2.0394,970.5,14325,15295.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,19-06-2015 00:01,Pilot 8,293.49,0.1294,2.0339,970.5,14283.75,15254.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,19-06-2015 00:01,Pilot 8,293.49,0.1294,2.0284,970.5,14242.5,15213,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.888,19-06-2015 00:01,Pilot 9,339.6,0.1478,2.0358,1108.5,14160,15268.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,19-06-2015 00:01,Pilot 9,339.6,0.1478,2.0578,1108.5,14325,15433.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,19-06-2015 00:01,Pilot 9,339.6,0.1478,2.0523,1108.5,14283.75,15392.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,19-06-2015 00:01,Pilot 9,339.6,0.1478,2.0468,1108.5,14242.5,15351,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,19-06-2015 00:01,Pilot 1,476.28,0.2025,2.2125,1518.75,15075,16593.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,19-06-2015 00:01,Pilot 2,551.26,0.2325,2.2425,1743.75,15075,16818.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,19-06-2015 00:01,Pilot 3,506.55,0.2146,2.2246,1609.5,15075,16684.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,19-06-2015 00:01,Pilot 4,553.55,0.2334,2.2434,1750.5,15075,16825.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,19-06-2015 00:01,Pilot 6,450.84,0.1923,2.2023,1442.25,15075,16517.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,19-06-2015 00:01,Pilot 8,465.35,0.1981,2.2081,1485.75,15075,16560.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,19-06-2015 00:01,Pilot 9,512.29,0.2169,2.2269,1626.75,15075,16701.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,19-06-2015 18:00,Pilot 1,368.37,0.1593,2.0083,1194.75,13867.5,15062.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,19-06-2015 18:00,Pilot 1,368.37,0.1593,2.0243,1194.75,13987.5,15182.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,19-06-2015 18:00,Pilot 1,368.37,0.1593,2.0203,1194.75,13957.5,15152.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,19-06-2015 18:00,Pilot 1,368.37,0.1593,2.0163,1194.75,13927.5,15122.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,19-06-2015 18:00,Pilot 2,399.74,0.1719,2.0209,1289.25,13867.5,15156.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,19-06-2015 18:00,Pilot 2,399.74,0.1719,2.0369,1289.25,13987.5,15276.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,19-06-2015 18:00,Pilot 2,399.74,0.1719,2.0329,1289.25,13957.5,15246.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,19-06-2015 18:00,Pilot 2,399.74,0.1719,2.0289,1289.25,13927.5,15216.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,19-06-2015 18:00,Pilot 3,353.92,0.1536,2.0026,1152,13867.5,15019.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,19-06-2015 18:00,Pilot 3,353.92,0.1536,2.0186,1152,13987.5,15139.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,19-06-2015 18:00,Pilot 3,353.92,0.1536,2.0146,1152,13957.5,15109.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,19-06-2015 18:00,Pilot 3,353.92,0.1536,2.0106,1152,13927.5,15079.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,19-06-2015 18:00,Pilot 4,391.76,0.1687,2.0177,1265.25,13867.5,15132.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,19-06-2015 18:00,Pilot 4,391.76,0.1687,2.0337,1265.25,13987.5,15252.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,19-06-2015 18:00,Pilot 4,391.76,0.1687,2.0297,1265.25,13957.5,15222.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,19-06-2015 18:00,Pilot 4,391.76,0.1687,2.0257,1265.25,13927.5,15192.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,19-06-2015 18:00,Pilot 6,286.9,0.1268,1.9758,951,13867.5,14818.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,19-06-2015 18:00,Pilot 6,286.9,0.1268,1.9918,951,13987.5,14938.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,19-06-2015 18:00,Pilot 6,286.9,0.1268,1.9878,951,13957.5,14908.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,19-06-2015 18:00,Pilot 6,286.9,0.1268,1.9838,951,13927.5,14878.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,19-06-2015 18:00,Pilot 8,293.49,0.1294,1.9784,970.5,13867.5,14838,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,19-06-2015 18:00,Pilot 8,293.49,0.1294,1.9944,970.5,13987.5,14958,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,19-06-2015 18:00,Pilot 8,293.49,0.1294,1.9904,970.5,13957.5,14928,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,19-06-2015 18:00,Pilot 8,293.49,0.1294,1.9864,970.5,13927.5,14898,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,19-06-2015 18:00,Pilot 9,339.6,0.1478,1.9968,1108.5,13867.5,14976,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,19-06-2015 18:00,Pilot 9,339.6,0.1478,2.0128,1108.5,13987.5,15096,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,19-06-2015 18:00,Pilot 9,339.6,0.1478,2.0088,1108.5,13957.5,15066,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,19-06-2015 18:00,Pilot 9,339.6,0.1478,2.0048,1108.5,13927.5,15036,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.96,19-06-2015 18:00,Pilot 1,476.28,0.2025,2.1625,1518.75,14700,16218.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,19-06-2015 19:00,Pilot 1,135.91,0.0664,2.2698,498,16525.5,17023.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,20-06-2015 00:01,Pilot 1,135.91,0.0664,2.2698,498,16525.5,17023.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.96,19-06-2015 18:00,Pilot 2,551.26,0.2325,2.1925,1743.75,14700,16443.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,19-06-2015 19:00,Pilot 2,287.75,0.1271,2.3305,953.25,16525.5,17478.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,20-06-2015 00:01,Pilot 2,287.75,0.1271,2.3305,953.25,16525.5,17478.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.96,19-06-2015 18:00,Pilot 3,506.55,0.2146,2.1746,1609.5,14700,16309.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,19-06-2015 19:00,Pilot 3,259,0.1156,2.319,867,16525.5,17392.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,20-06-2015 00:01,Pilot 3,259,0.1156,2.319,867,16525.5,17392.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.96,19-06-2015 18:00,Pilot 4,553.55,0.2334,2.1934,1750.5,14700,16450.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,19-06-2015 19:00,Pilot 4,329.48,0.1438,2.3472,1078.5,16525.5,17604,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,20-06-2015 00:01,Pilot 4,329.48,0.1438,2.3472,1078.5,16525.5,17604,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.96,19-06-2015 18:00,Pilot 6,450.84,0.1923,2.1523,1442.25,14700,16142.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,19-06-2015 19:00,Pilot 6,272.7,0.1211,2.3245,908.25,16525.5,17433.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,20-06-2015 00:01,Pilot 6,272.7,0.1211,2.3245,908.25,16525.5,17433.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.96,19-06-2015 18:00,Pilot 8,465.35,0.1981,2.1581,1485.75,14700,16185.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,19-06-2015 19:00,Pilot 8,342.98,0.1492,2.3526,1119,16525.5,17644.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,20-06-2015 00:01,Pilot 8,342.98,0.1492,2.3526,1119,16525.5,17644.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.96,19-06-2015 18:00,Pilot 9,512.29,0.2169,2.1769,1626.75,14700,16326.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,19-06-2015 19:00,Pilot 9,414.38,0.1778,2.3812,1333.5,16525.5,17859,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,20-06-2015 00:01,Pilot 9,414.38,0.1778,2.3812,1333.5,16525.5,17859,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,20-06-2015 00:01,Pilot 1,368.37,0.1593,2.0083,1194.75,13867.5,15062.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,20-06-2015 00:01,Pilot 1,368.37,0.1593,2.0243,1194.75,13987.5,15182.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,20-06-2015 00:01,Pilot 1,368.37,0.1593,2.0203,1194.75,13957.5,15152.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,20-06-2015 00:01,Pilot 1,368.37,0.1593,2.0163,1194.75,13927.5,15122.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,20-06-2015 00:01,Pilot 2,399.74,0.1719,2.0209,1289.25,13867.5,15156.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,20-06-2015 00:01,Pilot 2,399.74,0.1719,2.0369,1289.25,13987.5,15276.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,20-06-2015 00:01,Pilot 2,399.74,0.1719,2.0329,1289.25,13957.5,15246.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,20-06-2015 00:01,Pilot 2,399.74,0.1719,2.0289,1289.25,13927.5,15216.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,20-06-2015 00:01,Pilot 3,353.92,0.1536,2.0026,1152,13867.5,15019.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,20-06-2015 00:01,Pilot 3,353.92,0.1536,2.0186,1152,13987.5,15139.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,20-06-2015 00:01,Pilot 3,353.92,0.1536,2.0146,1152,13957.5,15109.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,20-06-2015 00:01,Pilot 3,353.92,0.1536,2.0106,1152,13927.5,15079.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,20-06-2015 00:01,Pilot 4,391.76,0.1687,2.0177,1265.25,13867.5,15132.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,20-06-2015 00:01,Pilot 4,391.76,0.1687,2.0337,1265.25,13987.5,15252.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,20-06-2015 00:01,Pilot 4,391.76,0.1687,2.0297,1265.25,13957.5,15222.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,20-06-2015 00:01,Pilot 4,391.76,0.1687,2.0257,1265.25,13927.5,15192.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,20-06-2015 00:01,Pilot 6,286.9,0.1268,1.9758,951,13867.5,14818.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,20-06-2015 00:01,Pilot 6,286.9,0.1268,1.9918,951,13987.5,14938.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,20-06-2015 00:01,Pilot 6,286.9,0.1268,1.9878,951,13957.5,14908.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,20-06-2015 00:01,Pilot 6,286.9,0.1268,1.9838,951,13927.5,14878.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,20-06-2015 00:01,Pilot 8,293.49,0.1294,1.9784,970.5,13867.5,14838,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,20-06-2015 00:01,Pilot 8,293.49,0.1294,1.9944,970.5,13987.5,14958,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,20-06-2015 00:01,Pilot 8,293.49,0.1294,1.9904,970.5,13957.5,14928,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,20-06-2015 00:01,Pilot 8,293.49,0.1294,1.9864,970.5,13927.5,14898,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.849,20-06-2015 00:01,Pilot 9,339.6,0.1478,1.9968,1108.5,13867.5,14976,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.865,20-06-2015 00:01,Pilot 9,339.6,0.1478,2.0128,1108.5,13987.5,15096,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.861,20-06-2015 00:01,Pilot 9,339.6,0.1478,2.0088,1108.5,13957.5,15066,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.857,20-06-2015 00:01,Pilot 9,339.6,0.1478,2.0048,1108.5,13927.5,15036,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.96,20-06-2015 00:01,Pilot 1,476.28,0.2025,2.1625,1518.75,14700,16218.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,21-06-2015 00:01,Pilot 1,135.91,0.0664,2.2698,498,16525.5,17023.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.96,20-06-2015 00:01,Pilot 2,551.26,0.2325,2.1925,1743.75,14700,16443.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,21-06-2015 00:01,Pilot 2,287.75,0.1271,2.3305,953.25,16525.5,17478.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.96,20-06-2015 00:01,Pilot 3,506.55,0.2146,2.1746,1609.5,14700,16309.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.2034,21-06-2015 00:01,Pilot 3,259,0.1156,2.319,867,16525.5,17392.5,ULSD
